index,offer_id,filename,public_url
1899,lc-611524A26,1899_lc-611524A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1899_lc-611524A26.jpg
1900,lc-519980A26,1900_lc-519980A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1900_lc-519980A26.jpg
1901,lc-610884A26,1901_lc-610884A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1901_lc-610884A26.jpg
1902,lc-619012A25,1902_lc-619012A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1902_lc-619012A25.jpg
1903,lc-619012A26,1903_lc-619012A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1903_lc-619012A26.jpg
1904,lc-519814A25,1904_lc-519814A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1904_lc-519814A25.jpg
1905,lc-619013A26,1905_lc-619013A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1905_lc-619013A26.jpg
1906,lc-514455A25,1906_lc-514455A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1906_lc-514455A25.jpg
1907,lc-519815A25,1907_lc-519815A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1907_lc-519815A25.jpg
1908,lc-519815A26,1908_lc-519815A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1908_lc-519815A26.jpg
1909,lc-619015A25,1909_lc-619015A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1909_lc-619015A25.jpg
1910,lc-619015A26,1910_lc-619015A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1910_lc-619015A26.jpg
1911,lc-619024A25,1911_lc-619024A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1911_lc-619024A25.jpg
1912,lc-519896A24,1912_lc-519896A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1912_lc-519896A24.jpg
1913,lc-619022A26,1913_lc-619022A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1913_lc-619022A26.jpg
1914,lc-545123A24,1914_lc-545123A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1914_lc-545123A24.jpg
1915,lc-545123A25,1915_lc-545123A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1915_lc-545123A25.jpg
1916,lc-619023A25,1916_lc-619023A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1916_lc-619023A25.jpg
1917,lc-619023A26,1917_lc-619023A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1917_lc-619023A26.jpg
1918,lc-545125A23,1918_lc-545125A23.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1918_lc-545125A23.jpg
1919,lc-545125A24,1919_lc-545125A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1919_lc-545125A24.jpg
1920,lc-545125A25,1920_lc-545125A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1920_lc-545125A25.jpg
1921,lc-519870A25,1921_lc-519870A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1921_lc-519870A25.jpg
1922,lc-519816A24,1922_lc-519816A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1922_lc-519816A24.jpg
1923,lc-519818A25,1923_lc-519818A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1923_lc-519818A25.jpg
1924,lc-619029A25,1924_lc-619029A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1924_lc-619029A25.jpg
1925,lc-519810A25,1925_lc-519810A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1925_lc-519810A25.jpg
1926,lc-518868A26,1926_lc-518868A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1926_lc-518868A26.jpg
1927,lc-518319A25,1927_lc-518319A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1927_lc-518319A25.jpg
1928,lc-516247A26,1928_lc-516247A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1928_lc-516247A26.jpg
1929,lc-519204A25,1929_lc-519204A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1929_lc-519204A25.jpg
1930,lc-519535A24,1930_lc-519535A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1930_lc-519535A24.jpg
1931,lc-519535A25,1931_lc-519535A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1931_lc-519535A25.jpg
1932,lc-519535A26,1932_lc-519535A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1932_lc-519535A26.jpg
1933,lc-519295A26,1933_lc-519295A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1933_lc-519295A26.jpg
1934,lc-511244A24,1934_lc-511244A24.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1934_lc-511244A24.jpg
1935,lc-611049A26,1935_lc-611049A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1935_lc-611049A26.jpg
1936,lc-617300A26,1936_lc-617300A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1936_lc-617300A26.jpg
1937,lc-511243A26,1937_lc-511243A26.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1937_lc-511243A26.jpg
1938,lc-519780A25,1938_lc-519780A25.jpg,https://raw.githubusercontent.com/adb-4Partners/ozon-auto-infographics-20260709-jpg/main/1938_lc-519780A25.jpg
